-0.00268585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-0.262886	-0.277136	-0.290687	-0.303654	-0.317675	-0.333229	-0.350343	-0.365832	-0.375732	-0.381481	-0.378701	-0.358669	-0.325863	-0.282169	-0.229135	-0.175112	-0.125939	-0.0891016	-0.0709823	-0.0707841	-0.0865297	-0.114856	-0.151451	-0.191052	-0.228783	
-0.514241	-0.537013	-0.562566	-0.585668	-0.614535	-0.647454	-0.681745	-0.713789	-0.736517	-0.747095	-0.736439	-0.691023	-0.617544	-0.519977	-0.409552	-0.303283	-0.212273	-0.146992	-0.117201	-0.121837	-0.15337	-0.206128	-0.268968	-0.339291	-0.410291	
-0.735185	-0.763088	-0.794702	-0.828084	-0.869063	-0.917726	-0.971384	-1.01992	-1.05028	-1.06091	-1.03765	-0.958738	-0.839679	-0.693425	-0.532615	-0.38118	-0.254539	-0.168804	-0.13385	-0.141338	-0.182584	-0.249066	-0.333318	-0.428593	-0.526356	
-0.906247	-0.937298	-0.976249	-1.01521	-1.0699	-1.13384	-1.19845	-1.25269	-1.28246	-1.28287	-1.24049	-1.13615	-0.985451	-0.802836	-0.609518	-0.430543	-0.28179	-0.177134	-0.126415	-0.124666	-0.162784	-0.237477	-0.33664	-0.456937	-0.585033	
-1.02135	-1.06109	-1.10627	-1.15589	-1.21802	-1.28709	-1.35526	-1.40649	-1.4249	-1.41158	-1.35338	-1.22696	-1.05663	-0.862218	-0.658243	-0.464977	-0.296642	-0.16969	-0.0971439	-0.0756011	-0.102803	-0.175808	-0.287769	-0.430124	-0.583096	
-1.08058	-1.13093	-1.18637	-1.23885	-1.30338	-1.37103	-1.43301	-1.47368	-1.48065	-1.45568	-1.38784	-1.25817	-1.0852	-0.885799	-0.675754	-0.474005	-0.294378	-0.152127	-0.0609828	-0.0209123	-0.0323961	-0.100099	-0.21434	-0.364925	-0.528544	
-1.0724	-1.14098	-1.20444	-1.25887	-1.31402	-1.36827	-1.41852	-1.45032	-1.45235	-1.43045	-1.37088	-1.24476	-1.07511	-0.880267	-0.672293	-0.467745	-0.282919	-0.133521	-0.0350065	0.0106959	0.00434962	-0.053373	-0.154069	-0.290695	-0.442573	
-0.994594	-1.07423	-1.14479	-1.19468	-1.23971	-1.28186	-1.32086	-1.34553	-1.35028	-1.33898	-1.29322	-1.18775	-1.03671	-0.856332	-0.659015	-0.46444	-0.28759	-0.145136	-0.0533136	-0.00778969	-0.00751772	-0.0539791	-0.136939	-0.246213	-0.367368	
-0.855231	-0.939517	-1.00879	-1.05379	-1.09185	-1.12798	-1.16291	-1.19004	-1.20159	-1.20184	-1.17627	-1.09325	-0.969956	-0.819563	-0.651508	-0.480397	-0.32346	-0.197037	-0.115283	-0.0774913	-0.0763736	-0.108195	-0.162573	-0.237162	-0.321301	
-0.690046	-0.760247	-0.819355	-0.858339	-0.893939	-0.929682	-0.968494	-1.0027	-1.02531	-1.044	-1.04172	-0.99023	-0.897347	-0.777757	-0.641085	-0.503556	-0.377598	-0.279019	-0.221155	-0.191485	-0.186041	-0.202128	-0.22979	-0.262945	-0.29826	
-0.53469	-0.580938	-0.618806	-0.639935	-0.663207	-0.695814	-0.739791	-0.789167	-0.835975	-0.88358	-0.913154	-0.891167	-0.828434	-0.73882	-0.633985	-0.52763	-0.435517	-0.372859	-0.341801	-0.331472	-0.328235	-0.325039	-0.315762	-0.30536	-0.295201	
-0.409855	-0.425143	-0.431282	-0.425444	-0.425423	-0.444292	-0.491434	-0.560005	-0.639201	-0.727004	-0.795262	-0.81115	-0.777649	-0.712968	-0.633716	-0.557435	-0.498299	-0.467084	-0.461786	-0.461174	-0.454765	-0.436596	-0.40374	-0.358697	-0.305119	
-0.322326	-0.298417	-0.264221	-0.219508	-0.187944	-0.194709	-0.247789	-0.33862	-0.454408	-0.580973	-0.684958	-0.736513	-0.736132	-0.700731	-0.650219	-0.600402	-0.56407	-0.550343	-0.549932	-0.550064	-0.539264	-0.511117	-0.464456	-0.4014	-0.326615	
-0.253395	-0.185434	-0.108286	-0.0313372	0.0211846	0.0202644	-0.0418923	-0.153593	-0.298402	-0.453594	-0.587588	-0.671367	-0.698417	-0.688587	-0.662973	-0.632069	-0.604957	-0.589676	-0.58138	-0.573398	-0.556878	-0.525794	-0.479528	-0.416839	-0.33644	
-0.196725	-0.0861561	0.0243287	0.12236	0.18532	0.180394	0.106373	-0.0224162	-0.186373	-0.35845	-0.50493	-0.60502	-0.648822	-0.654585	-0.639249	-0.610633	-0.579495	-0.555822	-0.53754	-0.522379	-0.503697	-0.477324	-0.440345	-0.384345	-0.309384	
-0.142257	-0.00408921	0.124143	0.227463	0.286027	0.271131	0.184446	0.0446838	-0.129335	-0.303088	-0.449736	-0.54835	-0.589306	-0.589177	-0.562958	-0.520631	-0.473854	-0.436274	-0.405472	-0.387431	-0.373372	-0.355251	-0.327381	-0.284091	-0.227419	
-0.104203	0.0449378	0.177395	0.2741	0.323736	0.298129	0.202214	0.055726	-0.118416	-0.287758	-0.41938	-0.502718	-0.525843	-0.499577	-0.441872	-0.368755	-0.297011	-0.238079	-0.197223	-0.177541	-0.167683	-0.15848	-0.143555	-0.120756	-0.0897745	
-0.0854511	0.0612851	0.184757	0.269273	0.306801	0.272315	0.171354	0.0276395	-0.144334	-0.302746	-0.418303	-0.478319	-0.46974	-0.403373	-0.299691	-0.18265	-0.0710869	0.0114958	0.0667883	0.0929575	0.101828	0.101163	0.0952802	0.0899937	0.0865309	
-0.0741279	0.0597754	0.167709	0.232061	0.253312	0.209021	0.106549	-0.0365911	-0.202485	-0.350367	-0.443684	-0.47395	-0.428139	-0.312763	-0.15653	0.0101889	0.159287	0.274699	0.35443	0.393345	0.400843	0.385791	0.357057	0.315664	0.272508	
-0.0468839	0.0740499	0.160667	0.201814	0.19953	0.137232	0.0219865	-0.125499	-0.290821	-0.425217	-0.493978	-0.486935	-0.395431	-0.235098	-0.032841	0.177257	0.366177	0.510109	0.611638	0.666397	0.67699	0.64942	0.592377	0.52095	0.451086	
0.00790759	0.116182	0.185633	0.202461	0.170798	0.0813592	-0.0542186	-0.216645	-0.38408	-0.508814	-0.551716	-0.505074	-0.373671	-0.170264	0.0747687	0.318319	0.528295	0.693593	0.812063	0.870395	0.875514	0.838411	0.770633	0.685433	0.603204	
0.0799038	0.176164	0.229266	0.225304	0.167747	0.0557353	-0.100188	-0.27727	-0.450839	-0.570004	-0.593051	-0.513812	-0.344574	-0.106554	0.166076	0.431297	0.659531	0.831436	0.942595	0.994213	0.992919	0.945719	0.872575	0.794895	0.721339	
0.1692	0.256125	0.298007	0.278955	0.202405	0.0706049	-0.103249	-0.292627	-0.470345	-0.585949	-0.594685	-0.493631	-0.30576	-0.0527827	0.234819	0.510657	0.741824	0.910751	1.01511	1.05513	1.04024	0.991039	0.925641	0.854105	0.780369	
0.276676	0.36189	0.402456	0.379565	0.2904	0.141874	-0.0468236	-0.249301	-0.43294	-0.545743	-0.54799	-0.438931	-0.247113	0.00292268	0.27944	0.54444	0.765961	0.924615	1.01771	1.05023	1.03463	0.985623	0.919979	0.847218	0.772497	
0.392699	0.49398	0.548165	0.530214	0.432743	0.268651	0.0625157	-0.150685	-0.334844	-0.448204	-0.453487	-0.352659	-0.176878	0.0470832	0.299718	0.542789	0.742357	0.88013	0.953787	0.975518	0.956937	0.914131	0.853483	0.783863	0.713393	
0.512119	0.63101	0.696114	0.679774	0.57426	0.400081	0.192187	-0.0172874	-0.199575	-0.317577	-0.338587	-0.25961	-0.109961	0.0898404	0.315056	0.526494	0.692413	0.796354	0.844906	0.851346	0.830149	0.791592	0.73964	0.681661	0.623258	
0.613565	0.746125	0.813994	0.793037	0.682177	0.507615	0.304223	0.102381	-0.072229	-0.193046	-0.224668	-0.164979	-0.0351803	0.136048	0.323052	0.494704	0.622828	0.694669	0.718361	0.713678	0.691056	0.657248	0.614481	0.571146	0.533951	
0.676473	0.812473	0.877327	0.853166	0.742235	0.568673	0.371629	0.182139	0.0161742	-0.0976649	-0.129006	-0.0748967	0.0414542	0.1872	0.337787	0.467157	0.555226	0.597221	0.610365	0.602697	0.578338	0.544806	0.505484	0.472747	0.456793	
0.687365	0.819132	0.879291	0.853784	0.74694	0.577878	0.389544	0.210804	0.0585183	-0.0428079	-0.0643409	-0.00974629	0.10137	0.231435	0.353273	0.453304	0.52073	0.55173	0.555843	0.53717	0.505431	0.468833	0.434596	0.415426	0.41469	
0.672363	0.788934	0.83405	0.799734	0.69117	0.52765	0.349783	0.188706	0.0536171	-0.0319294	-0.0457231	0.00924389	0.118139	0.241877	0.358556	0.459125	0.52892	0.559444	0.559868	0.533946	0.493942	0.45227	0.420219	0.404913	0.410075	
