-0.423417	-0.411846	-0.405474	-0.404513	-0.405074	-0.406307	-0.404509	-0.404188	-0.409575	-0.416617	-0.436882	-0.459022	-0.485196	-0.499909	-0.475857	-0.407849	-0.268923	-0.0801157	0.140738	0.366829	0.563824	0.73312	0.84932	0.903022	0.894018	
-0.189577	-0.155132	-0.118373	-0.0947083	-0.0792422	-0.0745973	-0.0881969	-0.107216	-0.139502	-0.176354	-0.211391	-0.246393	-0.274226	-0.288767	-0.272698	-0.210218	-0.0766637	0.113821	0.334428	0.55527	0.736593	0.87023	0.931525	0.918286	0.84009	
0.0551501	0.11337	0.174118	0.222529	0.254562	0.260727	0.237433	0.195794	0.137994	0.0772911	0.0245108	-0.0219035	-0.0513072	-0.0657587	-0.0572265	0.00281051	0.128795	0.315616	0.536267	0.743532	0.901498	0.995335	0.997105	0.912388	0.767197	
0.276835	0.351822	0.426224	0.498398	0.54412	0.550582	0.521696	0.456692	0.381443	0.306337	0.239288	0.194386	0.166073	0.158431	0.172441	0.228556	0.349876	0.528224	0.737834	0.924445	1.05509	1.10646	1.04989	0.904508	0.697244	
0.44653	0.524919	0.610683	0.697827	0.756335	0.765325	0.726821	0.646441	0.55759	0.477123	0.407152	0.368551	0.35228	0.356716	0.389707	0.452868	0.57353	0.750895	0.942722	1.10664	1.20475	1.20477	1.0948	0.894148	0.637978	
0.541479	0.615876	0.706629	0.802748	0.871772	0.884388	0.835929	0.745939	0.650452	0.568722	0.50802	0.479551	0.479593	0.512624	0.572147	0.658525	0.79526	0.968473	1.14418	1.2849	1.34239	1.29164	1.13811	0.888855	0.596957	
0.563615	0.622317	0.708668	0.805219	0.879654	0.89536	0.839513	0.74771	0.65428	0.583217	0.542304	0.531027	0.556325	0.620835	0.713464	0.834323	0.988135	1.15892	1.32215	1.43142	1.45074	1.36226	1.16709	0.887365	0.580244	
0.526617	0.5579	0.627282	0.717862	0.790188	0.806148	0.750798	0.663051	0.581315	0.534874	0.51994	0.536035	0.593798	0.688807	0.819629	0.972602	1.13938	1.30387	1.4433	1.51976	1.50405	1.38624	1.16283	0.872293	0.563804	
0.449581	0.450258	0.492794	0.566168	0.631003	0.645089	0.595455	0.519891	0.462198	0.445197	0.463532	0.512504	0.598497	0.723123	0.88652	1.06372	1.23804	1.39284	1.49595	1.53541	1.48838	1.34247	1.10992	0.826061	0.532688	
0.353444	0.324342	0.333695	0.386987	0.439949	0.448928	0.411691	0.351646	0.321807	0.337863	0.389114	0.472244	0.585292	0.736255	0.919225	1.1107	1.28297	1.41225	1.47871	1.47866	1.40091	1.23765	1.00701	0.733785	0.462523	
